time,mean,max_exact_error
0.000000000000000000e+00,1.000000000000000000e+00,3.330669073875469621e-16
2.000000000000000042e-02,1.000000000000000000e+00,4.440892098500626162e-16
1.000000000000000056e-01,1.000000000000000000e+00,2.220446049250313081e-16
2.999999999999999889e-01,1.000000000000000000e+00,2.220446049250313081e-16
1.000000000000000000e+00,1.000000000000000000e+00,2.220446049250313081e-16
