time,AC_mean,CH_mean,AC_energy_per_area,CH_energy_per_area
6.356350684402322397e+06,2.260154574525122251e-01,2.260154574525122806e-01,0.000000000000000000e+00,2.089197759640741201e-04
6.897266012802671641e+06,2.260154574525122251e-01,2.260154574525122806e-01,0.000000000000000000e+00,1.376181449630911960e-04
7.484212374892893247e+06,2.260154574525122251e-01,2.260154574525122251e-01,0.000000000000000000e+00,8.749987713479028006e-05
8.121106938390974887e+06,2.260154574525122251e-01,2.260154574525122251e-01,0.000000000000000000e+00,5.353665849503158429e-05
8.812200215754264966e+06,2.260154574525122251e-01,2.260154574525122528e-01,0.000000000000000000e+00,3.141764630011714416e-05
9.562104431286474690e+06,2.260154574525122251e-01,2.260154574525122251e-01,0.000000000000000000e+00,1.762064491171729490e-05
1.037582430224008672e+07,2.260154574525122251e-01,2.260154574525122528e-01,0.000000000000000000e+00,9.408347073553442183e-06
1.125879043934177235e+07,2.260154574525122251e-01,2.260154574525122528e-01,0.000000000000000000e+00,4.762389624449799883e-06
1.221689558964937367e+07,2.260154574525122251e-01,2.260154574525122806e-01,0.000000000000000000e+00,2.274992410664327542e-06
1.325653396361822076e+07,2.260154574525122251e-01,2.260154574525122806e-01,0.000000000000000000e+00,1.020551689858366039e-06
1.438464390883836523e+07,2.260154574525122251e-01,2.260154574525122806e-01,0.000000000000000000e+00,4.276271778058048379e-07
1.560875421523861773e+07,2.260154574525122251e-01,2.260154574525122806e-01,0.000000000000000000e+00,1.663983042081341499e-07
1.693703436079037189e+07,2.260154574525122251e-01,2.260154574525122806e-01,0.000000000000000000e+00,5.975161914894878396e-08
1.837834903304026276e+07,2.260154574525122251e-01,2.260154574525122806e-01,0.000000000000000000e+00,1.966522564937887772e-08
1.994231729033886269e+07,2.260154574525122251e-01,2.260154574525122528e-01,0.000000000000000000e+00,5.888103699060944353e-09
2.163937675759537145e+07,2.260154574525122251e-01,2.260154574525122528e-01,0.000000000000000000e+00,1.591050469598471875e-09
2.348085328498962522e+07,2.260154574525122251e-01,2.260154574525122251e-01,0.000000000000000000e+00,3.846199158599984815e-10
2.547903653452890366e+07,2.260154574525122251e-01,2.260154574525122806e-01,0.000000000000000000e+00,8.239549429871060111e-11
2.764726199890091270e+07,2.260154574525122251e-01,2.260154574525122528e-01,0.000000000000000000e+00,1.548222608216350781e-11
3.000000000000000000e+07,2.260154574525122251e-01,2.260154574525122251e-01,0.000000000000000000e+00,2.523340976021116689e-12
